,0
0,63.869841263207704
1,92.9269027499133
2,70.10484111992679
3,128.72783144632413
4,74.93735397045256
5,97.18002440778544
6,89.9477437566
7,100.81078687570844
8,86.65180158482904
9,71.05575095544775
10,68.8627674223959
11,94.11933418578681
12,74.42615919275087
13,91.76879246494772
14,79.95302562788349
15,81.6137975801831
16,104.55934806691239
17,95.90781575044058
18,72.76215990623596
19,90.5046453791149
20,87.47786295438411
21,80.23432969009009
22,79.55333098649996
23,89.92751465607898
24,105.55596380374114
25,83.1159441196368
26,71.008897760375
27,98.12200011721752
28,55.13532460308501
29,115.96781618473514
30,74.98617034914393
31,116.84336685762433
32,70.96028352389061
33,84.93729307925175
34,93.40630223144043
35,72.20147936172845
36,94.26077961397158
37,108.17879439290633
38,121.74066420582439
39,98.48293475854884
40,88.8054546765841
41,76.09732706598402
42,67.66843443702766
43,80.75370119699764
44,70.65481629441922
45,55.163149306844545
46,137.81163308806435
47,59.52598606651253
48,77.76419954601751
49,117.8725901229731
50,68.98027346496437
51,71.45419346228826
52,106.26920313393993
53,103.41594492921016
54,92.42518937870248
55,105.04455304379881
56,58.718523916496395
57,107.32793844753954
58,89.65125963140198
59,107.40290670764661
60,75.51919808640832
61,84.80918487210076
62,97.82502783934625
63,51.511202599258915
64,106.49107236284907
65,65.56104035924719
66,83.37368073393223
67,97.6314271827149
68,74.9330659747455
69,101.89642138800579
70,65.82016260996295
71,95.46510841515577
72,94.58561280277067
73,86.66663847752247
74,97.10418526689624
75,76.09827080925876
76,61.859371150613086
77,102.91753073936933
78,125.89439974613957
79,70.95611057640014
80,91.49599756640345
81,102.59033295390348
82,83.9826131336701
83,86.49548194553019
84,91.55537078211414
85,107.79114741345802
86,88.36576035909287
87,86.56767654506758
88,122.28087324421614
89,78.4031829641887
90,104.88973037572882
91,82.17885287283137
92,102.22750359835312
93,92.39356880092518
94,105.20724971877564
95,96.45292638211177
96,81.86474406935123
97,96.66438770311325
98,73.75988269697716
99,93.01040982088237
100,103.66125408062423
101,96.6997061442014
102,47.60596006446692
103,73.94307151873562
104,101.66286751290735
105,90.43625312924588
106,47.895246071428
107,61.85106115883082
108,72.21060205810561
109,87.5757301597597
110,67.1994636745592
111,141.8872899787676
112,90.38767115247853
113,64.95667348362142
114,89.6488939825553
115,68.78949201729777
116,94.10982284852918
117,90.17424318418539
118,92.16050186905154
119,57.89815715490741
120,97.85180195235947
121,88.86503013887801
122,55.37723989214905
123,72.71210421838688
124,77.59666939979813
125,88.24770535650083
126,92.20950144598864
127,96.87013814904746
128,128.8611879541746
129,57.77681042324307
130,90.26802398416224
131,97.62949977212023
132,100.47101410684455
133,105.11209695237581
134,104.99733300725808
135,68.47932409537265
136,74.31645384778466
137,90.78431702577197
138,108.38363392733936
139,70.2849521992049
140,93.02481583583508
141,94.80079739350685
142,109.38404825780636
143,70.88632765245609
144,123.1295197226207
145,85.01749036245572
146,103.41444262306925
147,46.990648627400596
148,85.67079034887074
149,88.60553335334902
150,102.85650502781823
151,109.4674378328287
152,57.4589365911859
153,78.15487463431435
154,120.98090030129902
155,40.55495899392178
156,93.22968395604825
157,108.22800783391716
158,76.09528695103904
159,84.84544775394144
160,86.66982309753018
161,68.71014581487132
162,53.479101548163285
163,92.45970102050556
164,106.69322574469129
165,73.10895162847505
166,106.26413880570637
167,98.74557653280625
168,83.15583704937524
169,95.96854262513878
170,94.03106172619641
171,67.76700431160053
172,98.2109251547717
173,114.73760720415706
174,80.49576889470785
175,99.7260564477921
176,43.13384681367215
177,97.1884642293029
178,88.63446480146857
179,82.8325091985728
180,90.8345845429613
181,75.98128115302208
182,72.49522342887906
183,89.67331569944794
184,54.189662917939025
185,65.90906666702301
186,94.55834757535474
187,80.0450769435377
188,59.6986102937787
189,80.70391213405442
190,94.59577411536654
191,106.0823338051265
192,110.61565372882833
193,107.60710580194399
194,80.38108715014431
195,83.29488976146379
196,68.58003896801435
197,110.24123284971724
198,91.9841630804619
199,63.74594246099478
200,73.15268124151042
201,101.80417061525344
202,56.0686745114329
203,114.81173102490223
204,93.89403092713818
205,87.83186282111265
206,95.16705664413296
207,107.81699651167642
208,82.07427632704724
209,79.27239142471623
210,105.69817047027539
211,95.25633277228434
212,81.77727248320159
213,68.1865346160493
214,111.57159957041672
215,77.5567282679174
216,63.20422869883077
217,80.61239472867673
218,107.41520885912428
219,51.239258672604336
220,110.93706310998266
221,96.36415630244518
222,85.86163110149623
223,63.40590508811974
224,61.85181940401913
225,95.87544023372159
226,52.11422682429638
227,60.821024915411414
228,59.703994856133015
229,79.84235524887343
230,99.96532232891914
231,87.76780543683373
232,89.12587244912407
233,83.61680285205036
234,113.04794883305459
235,106.91174263016327
236,84.33694316629045
237,107.47770638519327
238,108.67147548371278
239,87.09587700997821
240,110.4678643803165
241,86.85818375249963
242,76.7818501533111
243,82.56329376526702
244,89.96906818771599
245,53.27200645045408
246,84.23273881566423
247,120.74867273774906
248,128.13891857430366
249,61.413635546372674
250,82.95309171621842
251,98.73554485391877
252,61.66178969513531
253,41.02378120460487
254,84.29211995544263
255,61.72443601867151
256,94.02306179954104
257,73.70581231409099
258,69.81676214453208
259,103.67070255467212
260,114.91929923490399
261,98.58151099365169
262,59.914529183594574
263,65.14008904722321
264,57.3521025364178
265,88.97468053373736
266,87.03008801907421
267,81.54062586365245
268,69.96359103151802
269,110.35046739525428
270,94.85516997131087
271,121.65554874973499
272,111.85515414988785
273,80.63193000964327
274,85.41968659767348
275,93.82241903728669
276,114.60008078085565
277,68.83903622582945
278,96.94121590911493
279,97.09006654520894
280,69.35412986280585
281,94.1041430939629
282,45.15730449033771
283,71.45935342801967
284,77.64066808144023
285,113.73722942393118
286,119.83521627106785
287,91.58747659244182
288,93.03635369308654
289,94.84117206469169
290,79.56721728011479
291,98.64888026352926
292,103.677471299977
293,79.75998787778047
294,119.96035737885387
295,110.96992330664763
296,80.51816911072399
297,91.92567421693892
298,118.2273002100934
299,72.50047681638242
300,82.53493605172984
301,123.18351627451577
302,69.95346818268264
